time,reward
0.016,0.4
0.033,0.8
0.05,1.2000000000000002
0.067,1.6
0.084,2.0
0.1,2.4
0.116,2.8
0.133,3.1999999999999997
0.14900000000000002,3.5999999999999996
0.16600000000000004,3.9999999999999996
0.18200000000000005,4.3999999999999995
0.19800000000000006,4.8
0.21500000000000008,5.2
0.2310000000000001,5.6000000000000005
0.2470000000000001,6.000000000000001
0.2630000000000001,6.400000000000001
0.27900000000000014,6.800000000000002
0.29500000000000015,7.200000000000002
0.31200000000000017,7.600000000000002
0.3280000000000002,8.000000000000002
0.3440000000000002,8.400000000000002
0.3610000000000002,8.800000000000002
0.3770000000000002,9.200000000000003
0.39300000000000024,9.600000000000003
0.40900000000000025,10.000000000000004
0.42500000000000027,10.400000000000004
0.4420000000000003,10.800000000000004
0.4590000000000003,11.200000000000005
0.4750000000000003,11.600000000000005
0.4910000000000003,12.000000000000005
0.5080000000000003,12.400000000000006
0.5250000000000004,12.800000000000006
0.5420000000000004,13.200000000000006
0.5590000000000004,13.600000000000007
0.5760000000000004,14.000000000000007
0.5930000000000004,14.400000000000007
0.6100000000000004,14.800000000000008
0.6270000000000004,15.200000000000008
0.6430000000000005,15.600000000000009
0.6600000000000005,16.000000000000007
0.6770000000000005,16.400000000000006
0.6930000000000005,16.800000000000004
0.7090000000000005,17.200000000000003
0.7250000000000005,17.6
0.7420000000000005,18.0
0.7580000000000006,18.4
0.7750000000000006,18.799999999999997
0.7910000000000006,19.199999999999996
0.8070000000000006,19.599999999999994
0.8240000000000006,19.999999999999993
0.8410000000000006,20.39999999999999
0.8580000000000007,20.79999999999999
0.8740000000000007,21.19999999999999
0.8910000000000007,21.599999999999987
0.9080000000000007,21.999999999999986
0.9240000000000007,22.399999999999984
0.9400000000000007,22.799999999999983
0.9570000000000007,23.19999999999998
0.9730000000000008,23.59999999999998
0.9890000000000008,23.99999999999998
1.0060000000000007,24.399999999999977
1.0220000000000007,24.799999999999976
1.0380000000000007,25.199999999999974
1.0540000000000007,25.599999999999973
1.0710000000000006,25.99999999999997
1.0880000000000005,26.39999999999997
1.1050000000000004,26.79999999999997
1.1210000000000004,27.199999999999967
1.1380000000000003,27.599999999999966
1.1550000000000002,27.999999999999964
1.1720000000000002,28.399999999999963
1.1880000000000002,28.79999999999996
1.2040000000000002,29.19999999999996
1.221,29.59999999999996
1.238,29.999999999999957
1.255,30.399999999999956
1.2719999999999998,30.799999999999955
1.2889999999999997,31.199999999999953
1.3049999999999997,31.59999999999995
1.3219999999999996,31.99999999999995
1.3389999999999995,32.39999999999995
1.3559999999999994,32.79999999999995
1.3719999999999994,33.199999999999946
1.3879999999999995,33.599999999999945
1.4049999999999994,33.99999999999994
1.4209999999999994,34.39999999999994
1.4379999999999993,34.79999999999994
1.4549999999999992,35.19999999999994
1.471999999999999,35.59999999999994
1.489999999999999,35.999999999999936
1.5059999999999991,36.399999999999935
1.5219999999999991,36.79999999999993
1.5379999999999991,37.19999999999993
1.554999999999999,37.59999999999993
1.570999999999999,37.99999999999993
1.587999999999999,38.39999999999993
1.603999999999999,38.799999999999926
1.619999999999999,39.199999999999925
1.636999999999999,39.59999999999992
1.652999999999999,39.99999999999992
1.668999999999999,40.39999999999992
1.6859999999999988,40.79999999999992
1.7029999999999987,41.19999999999992
1.7199999999999986,41.599999999999916
1.7359999999999987,41.999999999999915
1.7529999999999986,42.39999999999991
1.7699999999999985,42.79999999999991
1.7879999999999985,43.19999999999991
1.8049999999999984,43.59999999999991
1.8219999999999983,43.99999999999991
1.8379999999999983,44.399999999999906
1.8549999999999982,44.799999999999905
1.871999999999998,45.1999999999999
1.888999999999998,45.5999999999999
1.904999999999998,45.9999999999999
1.920999999999998,46.3999999999999
1.937999999999998,46.7999999999999
1.9549999999999979,47.199999999999896
1.9709999999999979,47.599999999999895
1.9869999999999979,47.99999999999989
2.002999999999998,48.39999999999989
2.018999999999998,48.79999999999989
2.035999999999998,49.19999999999989
2.0529999999999977,49.59999999999989
2.0699999999999976,49.999999999999886
2.0859999999999976,50.399999999999885
2.1029999999999975,50.79999999999988
2.1199999999999974,51.19999999999988
2.1369999999999973,51.59999999999988
2.1529999999999974,51.99999999999988
2.1689999999999974,52.39999999999988
2.1859999999999973,52.799999999999876
2.202999999999997,53.199999999999875
2.219999999999997,53.59999999999987
2.235999999999997,53.99999999999987
2.251999999999997,54.39999999999987
2.268999999999997,54.79999999999987
2.285999999999997,55.19999999999987
2.302999999999997,55.599999999999866
2.3209999999999966,55.999999999999865
2.3369999999999966,56.399999999999864
2.3529999999999966,56.79999999999986
2.3699999999999966,57.19999999999986
2.3859999999999966,57.59999999999986
2.4019999999999966,57.99999999999986
2.4179999999999966,58.39999999999986
2.4339999999999966,58.799999999999855
2.4499999999999966,59.199999999999854
2.4669999999999965,59.59999999999985
2.4839999999999964,59.99999999999985
2.5009999999999963,60.39999999999985
2.5169999999999964,60.79999999999985
2.5329999999999964,61.19999999999985
2.5499999999999963,61.599999999999845
2.5659999999999963,61.999999999999844
2.582999999999996,62.39999999999984
2.598999999999996,62.79999999999984
2.614999999999996,63.19999999999984
2.631999999999996,63.59999999999984
2.648999999999996,63.99999999999984
2.665999999999996,64.39999999999984
2.682999999999996,64.79999999999984
2.6999999999999957,65.19999999999985
2.7159999999999958,65.59999999999985
2.7319999999999958,65.99999999999986
